date;vac_statut;age;nb_PCR;nb_PCR+;HC;HC_PCR+;SC;SC_PCR+;effectif J-7
2021-07-26;Primo dose récente;[60,79];846;42;1;1;0;0;288283
2021-07-27;Primo dose récente;[60,79];717;26;3;2;0;0;303323
2021-07-27;Primo dose récente;"[80;+]";165;6;1;1;0;0;45086
2021-07-28;Primo dose récente;[40,59];3992;283;8;8;1;1;1027877
2021-07-28;Primo dose récente;"[80;+]";144;4;1;1;0;0;46299
2021-07-29;Primo dose récente;[0,19];4489;267;0;0;0;0;767893
2021-07-29;Primo dose récente;[20,39];13213;926;2;2;3;3;1559082
2021-07-29;Primo dose récente;[60,79];839;41;4;4;1;1;328991
2021-07-29;Primo dose récente;"[80;+]";136;4;2;2;0;0;48189
2021-07-30;Primo dose récente;[20,39];19195;915;3;3;0;0;1663264
2021-07-30;Primo dose récente;[40,59];9065;310;7;4;0;0;1146869
2021-07-31;Primo dose récente;[40,59];4175;181;5;3;0;0;1163575
2021-08-01;Primo dose récente;[20,39];1704;130;4;2;3;3;1719621
2021-08-01;Primo dose récente;"[80;+]";45;1;0;0;0;0;48227
2021-08-02;Primo dose récente;[20,39];12569;1261;4;3;0;0;1833712
2021-08-02;Primo dose récente;[40,59];5932;509;6;5;4;4;1225252
2021-08-02;Primo dose récente;[60,79];1049;79;3;2;2;2;358032
2021-08-04;Primo dose récente;[0,19];3197;278;1;0;1;1;943371
2021-08-04;Primo dose récente;[20,39];9900;944;8;8;2;2;2041294
2021-08-05;Primo dose récente;[0,19];4224;272;1;0;0;0;995025
2021-08-05;Primo dose récente;"[80;+]";176;10;5;5;1;1;60265
2021-08-07;Primo dose récente;[40,59];4121;209;7;6;0;0;1444503
2021-08-07;Primo dose récente;[60,79];686;39;6;5;1;1;412563
2021-08-09;Primo dose récente;[0,19];4243;383;1;1;0;0;1039840
2021-08-09;Primo dose récente;[40,59];8050;557;11;8;3;2;1456683
2021-08-10;Primo dose récente;"[80;+]";285;5;2;2;0;0;63599
2021-08-11;Primo dose récente;[20,39];12068;810;2;2;1;1;2175360
2021-08-11;Primo dose récente;"[80;+]";271;8;1;1;0;0;64444
2021-08-12;Primo dose récente;[0,19];3886;269;0;0;1;1;1092385
2021-08-12;Primo dose récente;[40,59];6959;342;7;6;2;2;1467469
2021-08-12;Primo dose récente;"[80;+]";208;8;3;2;0;0;65455
2021-08-13;Primo dose récente;[20,39];16540;659;4;4;1;1;2086274
2021-08-13;Primo dose récente;"[80;+]";246;4;3;3;0;0;65559
2021-08-15;Primo dose récente;"[80;+]";60;1;0;0;0;0;62424
2021-08-16;Primo dose récente;[20,39];11333;712;2;2;2;2;1938338
2021-08-18;Primo dose récente;[0,19];2029;188;1;1;0;0;1024879
2021-08-19;Primo dose récente;[20,39];8831;386;3;3;0;0;1720153
2021-08-19;Primo dose récente;[40,59];5017;205;9;8;1;1;1239597
2021-08-19;Primo dose récente;"[80;+]";206;8;3;2;0;0;63792
2021-08-20;Primo dose récente;[0,19];2685;146;1;1;0;0;941051
2021-08-20;Primo dose récente;[60,79];1077;26;0;0;2;2;359747
2021-08-21;Primo dose récente;[20,39];4224;186;1;1;2;2;1497600
2021-08-21;Primo dose récente;"[80;+]";149;3;2;2;0;0;58471
2021-05-31;Vaccination complète;[0,19];138;1;0;0;0;0;21807
2021-05-31;Vaccination complète;[60,79];16140;187;16;14;8;6;4782987
2021-06-01;Vaccination complète;[20,39];3185;46;0;0;0;0;745871
2021-06-01;Vaccination complète;"[80;+]";7290;77;9;8;0;0;2549095
2021-06-02;Vaccination complète;[0,19];125;2;0;0;0;0;23427
2021-06-02;Vaccination complète;[20,39];3793;46;1;0;0;0;767273
2021-06-02;Vaccination complète;[40,59];6468;94;6;5;0;0;1987268
2021-06-02;Vaccination complète;"[80;+]";6461;58;17;14;1;1;2561240
2021-06-03;Vaccination complète;"[80;+]";5832;80;8;6;1;0;2572638
2021-06-05;Vaccination complète;[0,19];94;1;0;0;0;0;26897
2021-06-06;Vaccination complète;[0,19];20;1;0;0;0;0;27515
2021-06-07;Vaccination complète;[20,39];3884;52;1;1;0;0;845368
2021-06-07;Vaccination complète;[60,79];17271;154;7;5;2;2;5249313
2021-06-08;Vaccination complète;[0,19];98;1;0;0;0;0;29766
2021-06-08;Vaccination complète;"[80;+]";6648;49;8;5;1;1;2607976
2021-06-09;Vaccination complète;"[80;+]";5777;44;8;8;2;2;2622526
2021-06-10;Vaccination complète;[20,39];4492;35;1;1;0;0;936596
2021-06-10;Vaccination complète;[40,59];6358;67;1;0;0;0;2394575
2021-06-10;Vaccination complète;[60,79];9438;74;6;3;3;2;5617858
2021-06-10;Vaccination complète;"[80;+]";4795;43;6;3;0;0;2639029
2021-06-11;Vaccination complète;"[80;+]";5930;40;7;6;1;1;2655948
2021-06-13;Vaccination complète;[0,19];23;0;0;0;0;0;37466
2021-06-13;Vaccination complète;[40,59];956;10;2;0;1;1;2557912
2021-06-14;Vaccination complète;[40,59];8169;68;2;1;1;1;2616753
2021-06-15;Vaccination complète;[60,79];12953;52;3;3;0;0;6176424
2021-06-18;Vaccination complète;[60,79];14670;59;7;6;0;0;6679765
2021-06-18;Vaccination complète;"[80;+]";5947;36;2;2;0;0;2741364
2021-06-19;Vaccination complète;"[80;+]";4273;13;6;4;0;0;2750588
2021-06-20;Vaccination complète;[40,59];1227;7;0;0;0;0;3062848
2021-06-21;Vaccination complète;[0,19];222;0;0;0;0;0;52767
2021-06-21;Vaccination complète;[40,59];8744;57;3;3;1;1;3147015
2021-06-23;Vaccination complète;[0,19];200;0;0;0;0;0;58566
2021-06-23;Vaccination complète;[20,39];4604;29;1;1;0;0;1324453
2021-06-23;Vaccination complète;[60,79];10956;43;4;3;3;3;7326403
2021-06-23;Vaccination complète;"[80;+]";5299;22;7;6;0;0;2799312
2021-06-24;Vaccination complète;[40,59];7367;47;4;3;0;0;3444427
2021-06-25;Vaccination complète;[40,59];8943;71;0;0;0;0;3579618
2021-06-25;Vaccination complète;"[80;+]";5566;25;4;3;1;0;2836273
2021-06-26;Vaccination complète;[0,19];172;3;0;0;0;0;68830
2021-06-26;Vaccination complète;[60,79];10444;25;1;1;0;0;7785145
2021-06-27;Vaccination complète;[0,19];66;0;0;0;0;0;70523
2021-06-27;Vaccination complète;[20,39];1025;8;0;0;0;0;1484511
2021-06-28;Vaccination complète;[20,39];6781;61;1;1;0;0;1546257
2021-06-28;Vaccination complète;[40,59];11365;80;0;0;0;0;3852288
2021-06-28;Vaccination complète;"[80;+]";7752;31;6;2;0;0;2861270
2021-06-29;Vaccination complète;[20,39];5907;43;0;0;0;0;1613883
2021-06-30;Vaccination complète;[20,39];6921;72;1;0;0;0;1687201
2021-07-01;Vaccination complète;[0,19];598;11;0;0;0;0;88381
2021-07-01;Vaccination complète;[40,59];10146;53;0;0;0;0;4317991
2021-07-02;Vaccination complète;"[80;+]";5747;24;8;8;0;0;2931224
2021-07-03;Vaccination complète;[60,79];10449;33;4;3;2;2;8735997
2021-07-03;Vaccination complète;"[80;+]";4092;16;3;2;0;0;2938054
2021-07-04;Vaccination complète;[60,79];2614;8;2;2;0;0;8750948
2021-07-04;Vaccination complète;"[80;+]";1961;5;3;1;0;0;2939265
2021-07-05;Vaccination complète;[0,19];1114;28;0;0;0;0;112161
2021-07-05;Vaccination complète;[40,59];15936;104;2;2;0;0;4918571
2021-07-06;Vaccination complète;[40,59];12794;85;0;0;0;0;5141583
2021-07-06;Vaccination complète;[60,79];13655;56;7;6;0;0;9019794
2021-07-07;Vaccination complète;[0,19];939;21;0;0;0;0;136962
2021-07-08;Vaccination complète;[20,39];12611;161;0;0;0;0;2397671
2021-07-08;Vaccination complète;[60,79];8954;55;2;2;1;1;9243218
2021-07-08;Vaccination complète;"[80;+]";4144;17;4;3;0;0;2991487
2021-07-11;Vaccination complète;[40,59];2927;27;0;0;0;0;6103623
2021-07-12;Vaccination complète;[20,39];15590;261;0;0;0;0;2844691
2021-07-12;Vaccination complète;[60,79];14132;113;2;1;2;2;9554891
2021-07-14;Vaccination complète;[20,39];4225;88;0;0;0;0;3149852
2021-07-14;Vaccination complète;[40,59];3979;44;2;2;2;2;6806437
2021-07-14;Vaccination complète;"[80;+]";2138;10;6;5;2;2;3046330
2021-07-15;Vaccination complète;[0,19];1919;89;0;0;0;0;271622
2021-07-15;Vaccination complète;[20,39];18272;412;0;0;0;0;3301402
2021-07-15;Vaccination complète;[60,79];11374;153;11;11;1;1;9873719
2021-07-15;Vaccination complète;"[80;+]";5648;49;9;7;2;2;3058296
2021-07-16;Vaccination complète;[20,39];17896;428;2;1;1;1;3463520
2021-07-16;Vaccination complète;[40,59];19052;267;7;6;2;1;7261086
2021-07-17;Vaccination complète;[0,19];1416;45;0;0;0;0;314698
2021-07-17;Vaccination complète;[20,39];10595;267;2;2;0;0;3596425
2021-07-17;Vaccination complète;[40,59];12418;171;1;1;2;1;7444180
2021-07-18;Vaccination complète;[40,59];3431;53;3;3;1;1;7509205
2021-07-19;Vaccination complète;[20,39];17635;678;0;0;0;0;3810042
2021-07-21;Vaccination complète;[0,19];2066;134;0;0;0;0;396182
2021-07-21;Vaccination complète;[20,39];17018;759;2;1;1;1;4130667
2021-07-21;Vaccination complète;[60,79];12998;285;11;8;0;0;10296187
2021-07-22;Vaccination complète;[0,19];2383;132;0;0;0;0;426478
2021-07-22;Vaccination complète;[20,39];18930;679;2;1;0;0;4285677
2021-07-23;Vaccination complète;[0,19];2828;100;0;0;0;0;463949
2021-07-23;Vaccination complète;[20,39];20977;724;0;0;2;1;4468144
2021-07-23;Vaccination complète;[40,59];21068;455;5;5;0;0;8523165
2021-07-23;Vaccination complète;[60,79];14801;305;12;9;0;0;10472402
2021-07-23;Vaccination complète;"[80;+]";6735;111;11;8;0;0;3126467
2021-07-24;Vaccination complète;[40,59];13690;283;4;3;1;1;8675856
2021-07-24;Vaccination complète;"[80;+]";4225;59;5;4;0;0;3130811
2021-07-25;Vaccination complète;[40,59];3773;89;5;5;2;2;8719459
2021-07-25;Vaccination complète;"[80;+]";2255;14;11;11;4;3;3131593
2021-07-26;Vaccination complète;"[80;+]";9795;200;19;16;1;1;3138447
2021-07-28;Vaccination complète;[60,79];14026;452;23;21;7;6;10666862
2021-07-30;Vaccination complète;[60,79];14520;479;18;15;7;7;10803854
2021-08-01;Vaccination complète;[0,19];869;14;0;0;0;0;785097
2021-08-01;Vaccination complète;[20,39];4916;131;1;0;0;0;5786871
2021-08-01;Vaccination complète;"[80;+]";2109;45;12;10;0;0;3172464
2021-08-02;Vaccination complète;"[80;+]";9587;305;35;31;2;1;3178051
2021-08-03;Vaccination complète;[20,39];19816;893;1;1;0;0;6181080
2021-08-04;Vaccination complète;[40,59];19350;824;10;9;4;2;10219696
2021-08-05;Vaccination complète;[0,19];3129;96;1;1;0;0;1027628
2021-08-06;Vaccination complète;[60,79];14606;651;42;36;6;6;11108114
2021-08-06;Vaccination complète;"[80;+]";7692;270;33;28;2;2;3208475
2021-08-07;Vaccination complète;[40,59];12917;450;9;8;2;2;10639548
2021-08-07;Vaccination complète;"[80;+]";4038;109;28;27;4;4;3211601
2021-08-08;Vaccination complète;[40,59];3921;130;14;13;3;3;10667806
2021-08-08;Vaccination complète;"[80;+]";2195;73;24;19;2;2;3212094
2021-08-09;Vaccination complète;[0,19];3620;148;0;0;0;0;1242521
2021-08-09;Vaccination complète;"[80;+]";9778;391;49;44;4;3;3216837
2021-08-10;Vaccination complète;[20,39];17798;960;6;6;0;0;7164497
2021-08-10;Vaccination complète;[60,79];15210;734;41;38;13;12;11221431
2021-08-11;Vaccination complète;[40,59];17152;906;11;10;2;1;11013397
2021-08-11;Vaccination complète;"[80;+]";8249;309;36;33;3;2;3229893
2021-08-12;Vaccination complète;[0,19];2966;120;0;0;0;0;1441221
2021-08-13;Vaccination complète;[60,79];14892;728;36;31;12;11;11356074
2021-08-14;Vaccination complète;[20,39];12352;559;3;3;1;0;7648961
2021-08-16;Vaccination complète;[20,39];20699;1352;4;4;0;0;7784434
2021-08-16;Vaccination complète;[60,79];19539;999;50;40;13;13;11406988
2021-08-16;Vaccination complète;"[80;+]";10756;415;33;26;6;4;3251398
2021-08-17;Vaccination complète;[0,19];2887;130;0;0;0;0;1697285
2021-08-17;Vaccination complète;[20,39];16918;946;10;9;0;0;7902700
2021-08-18;Vaccination complète;[0,19];2776;119;0;0;0;0;1754872
2021-08-18;Vaccination complète;[40,59];16806;895;7;6;3;2;11607962
2021-08-19;Vaccination complète;[40,59];16263;840;17;15;6;4;11697883
2021-08-19;Vaccination complète;[60,79];11752;663;43;41;14;13;11509137
2021-08-21;Vaccination complète;[20,39];11294;505;6;5;1;1;8354339
2021-08-21;Vaccination complète;[60,79];10642;346;30;28;14;13;11562045
2021-08-22;Vaccination complète;[40,59];3014;130;14;9;3;3;11890980
2021-08-22;Vaccination complète;"[80;+]";2219;61;42;39;2;2;3275922
